version,account-id,interface-id,srcaddr,dstaddr,srcport,dstport,protocol,packets,bytes,start,end,action,log-status,label
2,123456789012,eni-0af123456789abcde,10.0.71.236,192.168.168.110,19838,3306,6,1,187,1767940860,1767940890,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.154.202,192.168.78.120,18034,3306,6,16,8576,1767940920,1767940950,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.91.231,192.168.10.26,29293,443,6,22,25190,1767940980,1767941010,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.177.128,192.168.73.175,29229,80,6,45,1845,1767941040,1767941070,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.243.133,192.168.188.210,26704,22,6,8,4016,1767941100,1767941130,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.46.214,192.168.103.243,26230,443,6,20,24540,1767941160,1767941190,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.221.163,192.168.217.115,17404,80,6,33,41712,1767941220,1767941250,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.163.169,192.168.26.135,13124,5432,6,32,35360,1767941280,1767941310,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.156.38,192.168.209.85,5816,443,6,22,28446,1767941340,1767941370,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.190.130,192.168.137.115,20937,5432,6,7,10402,1767941400,1767941430,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.241.147,192.168.2.200,29374,22,6,4,852,1767941460,1767941490,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.89.148,192.168.91.142,23643,443,6,6,6174,1767941520,1767941550,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.253.11,192.168.177.185,7423,22,6,4,3496,1767941580,1767941610,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.63.98,192.168.170.12,45169,5432,6,48,25584,1767941640,1767941670,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.143.43,192.168.49.184,8598,5432,6,9,11205,1767941700,1767941730,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.212.174,192.168.231.82,35184,443,6,40,44240,1767941760,1767941790,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.129.251,192.168.165.142,33909,80,6,49,5978,1767941820,1767941850,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.143.83,192.168.6.13,2962,3306,6,19,17157,1767941880,1767941910,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.139.207,192.168.219.28,3951,22,6,21,5502,1767941940,1767941970,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.225.1,192.168.41.97,28403,80,6,15,6765,1767942000,1767942030,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.1.250,192.168.203.168,33888,3306,6,21,15351,1767942060,1767942090,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.94.249,192.168.243.77,62379,5432,6,10,11770,1767942120,1767942150,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.222.55,192.168.70.210,40733,3306,6,15,20880,1767942180,1767942210,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.70.198,192.168.2.63,46777,508,6,332,12233,1767942240,1767942270,REJECT,OK,1
2,123456789012,eni-0af123456789abcde,10.0.249.48,192.168.166.60,57480,22,6,8,4048,1767942300,1767942330,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.252.36,192.168.101.204,61630,5432,6,27,16092,1767942360,1767942390,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.149.56,192.168.33.89,43132,80,6,42,41496,1767942420,1767942450,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.135.111,192.168.107.223,51592,3306,6,38,7486,1767942480,1767942510,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.64.21,192.168.57.86,5194,22,6,50,46550,1767942540,1767942570,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.186.151,192.168.156.63,21085,80,6,17,7259,1767942600,1767942630,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.56.22,192.168.17.212,26771,22,6,19,28044,1767942660,1767942690,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.65.248,192.168.150.85,49256,5432,6,4,716,1767942720,1767942750,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.118.204,192.168.156.146,46232,80,6,10,7740,1767942780,1767942810,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.74.28,192.168.154.54,44584,22,6,31,21080,1767942840,1767942870,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.21.95,192.168.77.202,31330,22,6,14,11802,1767942900,1767942930,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.249.121,192.168.235.58,24249,5432,6,38,4332,1767942960,1767942990,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.24.244,192.168.120.245,13085,3306,6,22,6402,1767943020,1767943050,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.175.218,192.168.127.20,42275,3306,6,11,16291,1767943080,1767943110,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.205.179,192.168.26.124,56649,3306,6,48,21696,1767943140,1767943170,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.161.221,192.168.33.163,42563,22,6,14,15064,1767943200,1767943230,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.58.131,192.168.137.154,14005,22,6,11,15653,1767943260,1767943290,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.23.85,192.168.83.37,17790,443,6,30,18330,1767943320,1767943350,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.160.98,192.168.245.236,18999,443,6,34,21114,1767943380,1767943410,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.193.46,192.168.132.10,1850,3306,6,31,13981,1767943440,1767943470,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.195.74,192.168.251.75,20616,443,6,8,8200,1767943500,1767943530,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.142.130,192.168.75.99,14796,443,6,46,30406,1767943560,1767943590,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.60.128,192.168.168.72,48670,3306,6,7,3367,1767943620,1767943650,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.166.186,192.168.70.23,44243,3306,6,16,3440,1767943680,1767943710,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.10.25,192.168.219.192,23884,80,6,21,30681,1767943740,1767943770,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.130.206,192.168.113.219,9473,443,6,18,10692,1767943800,1767943830,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.100.146,192.168.130.1,28349,3306,6,22,1584,1767943860,1767943890,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.63.97,192.168.98.205,12066,22,6,1,869,1767943920,1767943950,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.12.70,192.168.72.131,48673,5432,6,18,23256,1767943980,1767944010,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.3.158,192.168.24.27,32949,443,6,7,3633,1767944040,1767944070,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.47.30,192.168.54.3,33484,443,6,43,5160,1767944100,1767944130,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.173.77,192.168.112.162,27681,3306,6,8,5904,1767944160,1767944190,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.237.197,192.168.11.126,62247,80,6,22,31108,1767944220,1767944250,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.21.235,192.168.91.199,22620,443,6,13,6318,1767944280,1767944310,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.110.39,192.168.63.32,48293,443,6,5,5790,1767944340,1767944370,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.77.204,192.168.225.214,49073,80,6,15,21525,1767944400,1767944430,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.157.243,192.168.85.245,31410,3306,6,29,37033,1767944460,1767944490,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.183.58,192.168.20.85,64365,443,6,31,41416,1767944520,1767944550,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.50.1,192.168.31.27,18224,3306,6,36,45144,1767944580,1767944610,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.240.154,192.168.166.82,5678,3306,6,6,1884,1767944640,1767944670,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.223.109,192.168.49.227,19589,443,6,37,44844,1767944700,1767944730,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.30.73,192.168.183.12,29790,443,6,36,19584,1767944760,1767944790,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.25.40,192.168.62.27,9025,22,6,24,16488,1767944820,1767944850,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.83.167,192.168.204.17,30820,5432,6,22,30822,1767944880,1767944910,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.157.107,192.168.175.199,27166,3306,6,21,11340,1767944940,1767944970,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.97.82,192.168.163.172,42627,443,6,17,10421,1767945000,1767945030,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.37.239,192.168.233.153,19878,22,6,46,17158,1767945060,1767945090,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.108.251,192.168.203.153,3016,80,6,17,5100,1767945120,1767945150,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.181.130,192.168.61.72,31380,5432,6,44,5280,1767945180,1767945210,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.139.20,192.168.93.115,52295,22,6,7,4200,1767945240,1767945270,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.129.218,192.168.198.111,56792,22,6,7,5754,1767945300,1767945330,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.11.86,192.168.234.152,59861,80,6,16,8048,1767945360,1767945390,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.134.9,192.168.1.222,46008,80,6,31,2108,1767945420,1767945450,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.96.100,192.168.4.30,14264,443,6,41,50922,1767945480,1767945510,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.192.169,192.168.30.40,43455,443,6,28,22568,1767945540,1767945570,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.99.183,192.168.60.26,5566,80,6,25,21825,1767945600,1767945630,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.189.135,192.168.89.17,53962,80,6,46,30084,1767945660,1767945690,ACCEPT,OK,0
